Song Name,Original Artist,Debut Date,Last Played,Times Played Live,Avg Show Gap
Swamp Music,Lynyrd Skynyrd,2003-04-25,2003-05-14,2,1121.5
Sweet Child o' Mine,Guns N' Roses,1998-01-31,2011-11-03,9,314.22
Sweet Home Alabama,Lynyrd Skynyrd,1998-04-20,1998-11-20,5,937.33
Sweet Sunglasses,Eurythmics/Corey Hart/MGMT,2009-10-31,2011-02-12,5,276.8
Sweetness,,1999-07-25,2024-12-11,145,19.06
Synchronicity II,The Police,2019-10-31,2024-12-28,9,40.33
Syncopated Strangers,,2001-03-16,2025-02-28,435,6.37
TNT/Paranoid/Dirty Deeds Done Di...,AC/DC/Black Sabbath/AC/DC,2008-10-31,2008-10-31,1,1505.0
Take It to Church,,2003-04-07,2013-02-17,12,187.75
Take Me Away,Ween,2015-05-22,2018-10-18,2,387.5
Take Me Out to the Ballgame,Norworth/Von Tilzer,1998-02-19,2003-05-15,2,1412.5
Take Me To the River,Al Green/Talking Heads,2019-06-22,2019-06-22,1,398.0
Take On Me,A-ha,2023-12-31,2023-12-31,1,113.0
Takin' It to the Streets,The Doobie Brothers,2011-03-10,2011-03-10,1,1228.0
Talking in Your Sleep,The Romantics,2013-04-19,2013-04-19,1,990.0
Tango Mike,,2010-03-03,2018-10-05,19,70.74
Techno Jam,,2010-04-24,2010-04-24,1,1329.0
Tell Me Something Good,Rufus and Chaka Khan,2003-12-31,2006-01-09,2,1068.5
Tempted,Squeeze,2015-12-31,2016-08-14,3,243.0
Ten Years Gone,Led Zeppelin,2002-02-02,2019-08-23,6,407.5
Tenth Avenue Freeze-Out,Bruce Springsteen,2009-12-31,2009-12-31,1,1368.0
Thank You,Dido,2001-03-03,2001-12-14,3,857.67
Thank You (Falettinme Be Mice El...,Sly and the Family Stone,2008-09-13,2008-09-13,1,1525.0
That's All,Genesis,2008-02-08,2025-03-01,15,106.67
That's What Love Will Make You Do,Little Milton,1999-06-17,2013-04-27,16,170.19
That's the Way,Led Zeppelin,2001-11-02,2025-01-19,19,129.84
The Bed's Too Big Without You,The Police,2013-11-02,2013-11-02,1,936.0
The Best,Tina Turner,2024-01-21,2024-01-21,1,104.0
The Bottom Half,,2004-09-16,2025-03-08,323,7.24
The Chicken,"Jaco Pastorius (Alfred ""Pee Wee"" Ellis)",2000-04-07,2001-03-17,5,534.0
The Crooked One,,2002-05-16,2025-01-25,261,9.44
The Emperor,Donald Byrd,2001-04-19,2003-03-08,5,511.2
The Empire State,,2002-12-13,2022-02-19,4,574.0
The End,The Beatles,2002-12-31,2002-12-31,1,2293.0
The Final Teen Spirit,Europe/Nirvana,2013-11-01,2013-11-01,1,937.0
The Floor,,2007-10-31,2025-03-09,318,5.17
The Fussy Dutchman,,1999-12-03,2025-03-06,344,7.88
The Fuzz,,2001-01-26,2025-03-05,273,9.86
The Girl Is Mine,Michael Jackson,2001-05-04,2023-12-02,74,68.89
The Good Times Are Killing Me,Modest Mouse,2012-04-28,2025-01-23,5,219.6
The Great Gig in the Sky,Pink Floyd,2005-12-31,2016-04-08,7,264.71
The Grobe,Ween,2015-05-22,2023-08-25,5,155.0
The Haunt,,2002-01-24,2024-07-07,124,19.77
The Heat Is On,Glenn Frey,2024-12-31,2024-12-31,1,27.0
The Joker,Steve Miller,2011-09-08,2011-09-08,1,1185.0
The Linear,,2010-01-22,2025-03-12,224,6.08
The Load-Out,Jackson Browne,2025-02-27,2025-02-27,1,13.0
The Message,Grandmaster Flash and the Furious Five,2014-02-01,2021-11-18,5,184.6
The National Anthem,Radiohead,2010-12-31,2025-01-17,14,89.79
The Night They Drove Old Dixie Down,The Band,2015-05-01,2015-05-01,1,778.0
The Ocean,Led Zeppelin,2023-09-10,2023-09-10,1,124.0
The Other Side of Things,,1998-04-01,2023-01-21,89,31.64
The Payback,James Brown,2010-12-31,2010-12-31,1,1257.0
The Pequod,,2004-07-16,2025-03-12,84,30.78
The Plot Thickens,,2012-09-02,2012-09-02,1,1067.0
The Rain Song,Led Zeppelin,2004-04-22,2006-10-25,2,1047.0
The Safety Dance,Men Without Hats,1998-10-31,2009-02-21,7,397.0
The Show Goes On,Lupe Fiasco,2015-05-15,2015-05-15,1,776.0
The Silent Type,,2017-12-31,2025-03-07,104,5.21
"The Skunk, The Goose, and The Fly",Tower of Power,2000-04-07,2009-12-31,4,667.5
The Song Remains the Same,Led Zeppelin,2002-05-17,2024-05-17,88,27.11
The Star-Spangled Banner,Francis Scott Key,2006-05-19,2016-12-28,10,199.89
The Stranger,Billy Joel,2001-12-31,2019-08-16,52,58.4
The Stroke,Billy Squier,2014-05-26,2014-05-26,1,878.0
The Triple Wide,,2002-01-23,2025-03-13,524,4.86
The Triple Wide/Robot Rock,Umphrey's McGee/Daft Punk,2008-10-31,2009-04-11,2,752.5
The Trooper,Iron Maiden,2012-04-28,2022-02-09,3,366.0
The Way You Rule the World,Tears for Fears/Michael Jackson,2010-10-31,2014-04-10,8,158.75
The Weight,The Band,2005-04-26,2011-05-29,3,651.33
The Weight Around,,2010-04-24,2025-01-18,42,31.64
Thela Hun Ginjeet,King Crimson,2007-03-14,2007-03-17,3,567.67
Them Bones,Alice in Chains,2009-04-16,2009-04-16,1,1451.0
Them Changes,Buddy Miles,2024-12-31,2024-12-31,1,27.0
There's No Crying In Mexico,,2011-12-30,2024-08-23,72,15.96
Theresa,,2012-04-27,2012-10-17,2,549.5
Thin Air,,1998-04-20,2025-01-30,276,10.38
Things Can Only Get Better,Howard Jones,2013-12-31,2013-12-31,1,929.0
Things I'd Like To Lose,,2022-11-12,2022-11-12,1,195.0
This Must Be the Place (Naive Me...,Talking Heads,2021-06-18,2021-06-18,1,308.0
Through the Cracks,,2012-03-10,2013-03-09,11,101.91
Thunder Kiss '65,White Zombie,2010-08-06,2015-02-13,2,650.0
Thunderstruck,AC/DC,2003-05-25,2025-02-27,19,117.42
Time,Pink Floyd,2009-03-12,2018-12-28,16,91.75
Tiny Cities Made of Ashes,Modest Mouse,2013-01-20,2014-10-31,2,514.0
To Lay Me Down,Jerry Garcia/Robert Hunter,2024-12-29,2024-12-29,1,29.0
Tocatta and Fugue in D Minor,Bach,2003-10-31,2003-10-31,1,2161.0
Tom Sawyer,Rush,2011-04-02,2024-04-26,10,122.1
Tomorrow Never Knows,The Beatles,2001-01-27,2019-03-01,24,107.96
Tonight I'm Gonna Rock You Tonight,Spinal Tap,1999-01-15,2018-03-23,21,145.74
Top Gun Anthem,Faltermeyer,2024-04-27,2024-04-27,1,67.0
Total Eclipse of the Heart,Bonnie Tyler,2018-07-07,2018-07-07,1,485.0
Track Meet,Vince Guaraldi,1999-09-17,2000-07-27,6,449.67
Transdermal Celebration,Ween,2015-05-22,2024-05-16,7,110.71
Treacherous Cretins,Frank Zappa,2016-03-26,2016-03-26,1,698.0
Trenchtown Rock,Bob Marley,2000-05-06,2020-06-10,57,46.77
Triangle Tear,,2018-05-25,2025-03-15,24,20.71
Tribulations,LCD Soundsystem,2019-12-28,2024-01-19,5,71.2
Tribute to the Spinal Shaft,,2001-03-01,2025-01-23,286,9.04
Turn & Dub,,2009-12-31,2025-02-26,54,25.33
Turn & Run,,2009-01-22,2024-12-28,74,20.37
Turn In Difference,Keller Williams,2005-12-31,2009-09-17,2,926.5
Twilight Zone,Golden Earring,2013-12-31,2014-03-20,3,309.67
Two Dips,"Brendan Bayliss, Wade Wilby, and Clayton Halsey",2012-04-28,2012-04-28,1,1098.0
Two Tickets to Paradise,Eddie Money,2012-12-18,2019-09-20,4,259.75
Two of Us,The Beatles,2002-05-16,2002-05-16,1,2388.0
Unchained,Van Halen,2019-12-27,2019-12-27,1,357.0
Uncle Wally,,2001-02-08,2025-03-12,229,11.3
Uncommon,,2002-08-21,2025-01-30,190,12.55
Under Pressure,Queen,2022-06-17,2023-01-21,2,111.5
Unevolved,,2022-11-12,2024-12-10,3,65.0
Unskinny Bop,Poison,2003-04-28,2014-05-04,2,1120.5
Unsung Hero,,2019-05-25,2020-01-17,6,67.5
Until We Meet Again,,2016-05-06,2017-07-09,3,227.67
Up on Cripple Creek,The Band,1998-02-20,2025-01-22,25,112.96
Uptight (Everything's Alright),Stevie Wonder,2003-12-31,2003-12-31,1,2137.0
Upward,,2014-05-26,2025-03-13,64,13.72
Utopian Fir,,2001-08-16,2025-03-12,424,7.48
Vibe,,1998-02-07,1998-06-06,14,201.93
Virtual Insanity,Jamiroquai,2018-12-30,2019-03-02,2,225.0
Visions,,2002-09-17,2024-12-29,102,22.88
Voices Inside My Head,The Police,2008-07-31,2018-05-19,9,170.44
Voodoo Child,Jimi Hendrix,2012-03-07,2020-02-15,4,281.0
Voodoo Lady,Ween,2015-05-22,2016-06-03,3,258.33
Voulez-Vous,ABBA,1998-02-11,1998-02-20,2,1413.0
Voyager,Daft Punk,2012-01-21,2024-12-31,6,190.33
Wabash,John Scofield,1999-10-16,2018-01-28,18,149.72
Waist Down,,2008-05-24,2009-09-10,11,141.73
Waiting Room,Fugazi,2001-12-01,2024-08-30,84,29.31
Walk,Pantera,2018-06-30,2018-06-30,1,489.0
Walk This Sweet Funk Emotion,Aerosmith/Run-D.M.C./James Gang,2014-10-31,2014-10-31,1,835.0
Walk the Proud Land,Bob Marley,1999-12-17,2016-04-23,23,116.7
Walking On The Moon,The Police,2000-11-17,2019-01-11,64,40.72
Walletsworth,,2002-02-08,2025-03-13,370,6.62
Wanna Be Startin' Somethin',Michael Jackson,1998-09-25,2013-01-20,7,398.14
Wappy Sprayberry,,2002-09-17,2025-03-08,331,7.23
War,Bob Marley,2003-07-18,2003-07-18,1,2201.0
War Pigs,Black Sabbath,2001-12-01,2022-02-20,19,136.78
Watch the River Flow,Bob Dylan,2014-07-27,2014-07-27,1,860.0
Water,,2000-12-01,2024-12-31,207,13.14
We're An American Band,Grand Funk Railroad,2021-05-29,2023-05-27,2,154.5
We're Going to War,Mark Knopfler,2003-04-07,2023-12-01,59,38.19
Weapons of Mass Destruction,Garaj Mahal,2003-01-30,2003-01-30,1,2287.0
Web Tangle,,2013-04-27,2013-08-18,2,493.5
Weed Rap,,2001-10-26,2003-05-16,9,274.44
Weekapaug Groove,Phish,1998-01-21,1998-06-06,6,471.67
Weird Fishes/Arpeggi,Radiohead,2012-08-07,2025-02-01,15,71.87
"Well, You Needn't",Thelonious Monk,2000-12-15,2003-02-04,11,235.91
Wellwishers,,2010-10-02,2025-03-01,56,22.95
Werewolves of London,Warren Zevon,1998-02-20,1998-10-31,6,470.67
What Is and What Should Never Be,Led Zeppelin,2019-06-23,2023-09-10,2,198.5
What We Could Get,,2018-05-31,2019-02-21,5,98.8
What You Need,INXS,2018-12-31,2019-02-15,2,224.5
What a Fool Believes,The Doobie Brothers,2023-12-31,2023-12-31,1,113.0
What's Going On,Marvin Gaye,2006-10-02,2006-10-02,1,1748.0
What's Love Got to Do with It,Tina Turner (Lyle/Britten),2023-05-26,2023-05-26,1,152.0
When Doves Cry,Prince,2015-04-24,2016-04-21,3,260.0
When the Levee Breaks,Led Zeppelin,2012-07-07,2023-09-10,3,360.33
When the World Is Running Down Y...,The Police,2001-11-17,2023-09-07,48,51.35
Where Is My Mind?,Pixies,2014-11-08,2025-01-19,12,69.17
Whistle Kids,,2018-01-12,2024-02-09,36,14.86
White Man's Moccasins,,2001-04-26,2025-03-14,289,8.9
White Pickle,,2012-04-27,2014-04-08,17,64.65
White Room,Cream,2014-10-25,2014-10-25,1,838.0
White Wedding,Billy Idol,2003-10-31,2003-10-31,1,2161.0
Whitehouse Road,Tyler Childers,2019-03-30,2025-03-12,9,46.11
Who Knows,Jimi Hendrix,2003-05-22,2019-05-30,19,117.58
Whole Lotta Love,Led Zeppelin,2003-06-20,2023-09-10,5,444.2
Wide Open,,2022-11-12,2025-03-06,8,24.38
Wife Soup,,2003-06-18,2025-03-13,325,7.01
Wild Side,MÃ¶tley CrÃ¼e,2005-10-28,2005-11-19,3,624.33
Willie the Pimp,Frank Zappa,2001-10-11,2015-03-19,32,77.47
Winston Built the Bridge,Bump,2003-09-23,2003-10-10,5,436.0
Wish,Nine Inch Nails,2012-12-29,2016-10-22,2,517.5
Wish You Were Here,Pink Floyd,2006-10-02,2009-02-15,2,874.0
With a Little Help from My Friends,Joe Cocker (Lennon/McCartney),2008-12-31,2019-06-22,2,744.5
Wizard Burial Ground,,2007-06-14,2025-03-09,179,10.47
Women Wine and Song,,2004-12-07,2025-03-07,178,11.3
Words,,2006-05-06,2025-01-31,118,15.39
Work Sauce,,2024-04-27,2024-08-25,4,16.75
Workin' for a Livin',Huey Lewis and the News,2011-05-29,2011-05-29,1,1212.0
XRT Xmas Promo Medley,,2003-12-05,2003-12-06,2,1072.5
Xmas at Wartime,,2018-05-27,2020-02-13,9,55.0
Xxplosive,Dr. Dre,2001-10-26,2005-09-15,12,205.83
YYZ,Rush,2001-08-28,2023-12-29,75,33.78
Yoga Pants,,2014-06-05,2019-11-02,16,54.81
You & You Alone,,2018-01-14,2024-02-01,18,29.61
You Can't Always Get What You Want,The Rolling Stones,2011-11-26,2011-11-26,1,1152.0
You Can't Blame the Youth,Peter Tosh,1999-03-26,2009-10-08,32,85.97
You Got the Love,Rufus,2007-12-14,2007-12-14,1,1606.0
You Got the Wrong Guy,,2013-08-25,2025-01-25,51,18.75
You Gotta Move,The Rolling Stones,2003-04-20,2004-09-14,2,1123.5
You Know What I Mean,Jeff Beck,2010-01-15,2010-02-13,2,683.0
You Never Give Me Your Money,The Beatles,2002-12-31,2023-12-29,2,1146.5
You'll Need Somebody on Your Bond,Blind Willie Johnson,2006-12-31,2006-12-31,1,1721.0
Young Americans,David Bowie,2023-12-31,2023-12-31,1,113.0
Young Lust,Pink Floyd,2000-07-22,2024-07-05,41,64.59
Zeroes & Ones,,2011-04-02,2011-04-02,1,1221.0
